model,claim,group,truth,statement,position,layer,lg_true,lg_false,lean_false,rank_false,rank_fabricated,rank_hoax,rank_fiction,rank_myth,rank_fake,rank_not,rank_never,rank_incorrect,top5
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,31,6.614984035491943,5.4186248779296875,-1.1963591575622559,6527,36797,3088,12681,7560,17305,214334,16304,192,ctors | igans | �� | éia | /XMLSchema
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,31,3.7617571353912354,9.42379093170166,5.662033796310425,0,63796,750,14009,76566,24067,122495,1885,265, false | false |  falsehood | ～。 |  False
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,32,6.518723011016846,6.011102676391602,-0.5076203346252441,5583,68431,7418,15912,9604,19890,222631,17359,127,éia | /testify | ouvertes | ernaut | derland
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,32,4.329335689544678,9.423283576965332,5.093947887420654,0,67027,777,52447,87611,30193,182371,10767,252, False | osate | _FALSE | ～。 | /testify
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,33,5.958892822265625,5.173341751098633,-0.7855510711669922,9114,95203,10145,6163,9773,44617,240262,39797,2107,ewire | PYTHON | /XMLSchema | gues | 😀
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,33,3.9600298404693604,10.683403968811035,6.723374128341675,1,56946,434,25413,56006,22507,177678,8024,96,<|im_start|> |  False | _FALSE | false | .False
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,34,5.604182243347168,5.188658714294434,-0.4155235290527344,6600,109502,11146,15751,9212,5466,187863,37351,4524,oogle | statements | 事情的 | 那个人 | PYTHON
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,34,4.259552001953125,9.951794624328613,5.692242622375488,0,18976,1090,9387,43728,14109,151019,6361,77, False | <|im_start|> | False | 否 | _FALSE
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,35,5.545388698577881,4.393927574157715,-1.151461124420166,17827,39398,49568,22216,35342,7700,186165,20229,5599,PYTHON | python | Python | 编程语言 |  Python
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,35,8.422157287597656,19.02797508239746,10.605817794799805,0,5279,2292,2004,74715,332,212612,51798,256, False | False | false |  false | .false
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,36,6.5498480796813965,6.291345596313477,-0.2585024833679199,6200,24856,30957,15743,42800,8225,210353,68442,7529,PYTHON | Python | python |  Python | /python
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,36,9.987370491027832,23.187076568603516,13.199706077575684,0,3553,571,736,95939,55,223507,63352,186, False | False | false |  false | .false
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,37,6.634662628173828,5.85944938659668,-0.7752132415771484,5608,49144,30605,14607,87038,14166,206240,105221,44351,创 | creation | creator |  CREATED | Creation
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,37,10.4120512008667,22.071735382080078,11.659684181213379,0,2696,1248,445,115402,59,190718,47242,245, False | False |  false | false | .false
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,38,5.73407506942749,4.910931587219238,-0.823143482208252,2298,32843,57111,7169,68251,16310,130009,73214,18170,<|im_end|> |  Python |  Guido | Guid | queen
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,38,8.916119575500488,19.774696350097656,10.858576774597168,0,37801,62671,2302,190617,1042,118639,15441,2766,False |  False | false | _FALSE |  false
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,39,10.313589096069336,8.502472877502441,-1.8111162185668945,97,7179,21014,16466,11102,2190,1010,5370,9060,<|im_end|> | \n\n | \n |  Python |  Queen
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,39,16.625186920166016,27.000141143798828,10.374954223632812,0,29713,27028,4946,84560,1572,2013,4077,2485,False |  False | false | True | <think>
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,0,0.6462688446044922,-0.3596315085887909,-1.005900353193283,61970,78972,119537,15645,83906,68400,24115,31628,128382,\n | ox | ik | and | ®
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,0,2.7307558059692383,-2.4234352111816406,-5.154191017150879,157183,28229,103905,19203,143791,79322,538,65883,199065,\n\n | 以下 | a | au | 一个
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,1,2.3272206783294678,0.16964823007583618,-2.1575724482536316,40280,83952,51826,13129,68396,34190,50215,11237,170750,\n | ik | ering | ox | oo
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,1,4.558917999267578,0.6976878046989441,-3.861230194568634,23213,106102,27178,19679,170151,66204,5351,118158,108861,a | au | ia | ✅ | at
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,2,1.8642024993896484,0.31738096475601196,-1.5468215346336365,42620,135644,61910,11183,44754,27472,32129,6476,93698,\n | ____ | ering |  | | ()
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,2,4.738135814666748,1.7621265649795532,-2.976009249687195,3673,128707,56859,5365,104219,10928,1373,51707,68724,at | ★ | a |   \n | \n\n
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,3,1.9783834218978882,0.6299915313720703,-1.3483918905258179,51335,138038,20351,3964,15169,12455,76134,34328,82560,ering | ik | ____ | oo | ()
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,3,4.315397262573242,2.7557692527770996,-1.5596280097961426,1192,96400,90046,5470,128804,6576,3834,41646,66616,as | a | � |   \n |  Histor
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,4,2.2113776206970215,2.0601918697357178,-0.1511857509613037,9512,54984,8313,1245,7651,3158,189995,127139,39827,____ | � | ik | _____ | aupts
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,4,3.6007628440856934,2.3083770275115967,-1.2923858165740967,2837,165973,147340,25846,191046,97151,5931,27698,101671,ism | ao | 均可 | 导 |   \n\n
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,5,2.091639995574951,2.403090476989746,0.3114504814147949,3547,51833,14322,712,19592,1496,148432,102038,99777,avit | ____ | etti |  という | 其产品
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,5,3.9205901622772217,2.527611494064331,-1.3929786682128906,3035,188426,90170,19267,79177,89092,24955,53006,88047,众所周知 | a | aut |  math | en
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,6,0.5553536415100098,1.4637548923492432,0.9084012508392334,13654,51079,6064,1274,6583,4011,192802,173548,52624,aglia | ayers | achter | etti | asher
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,6,3.0017824172973633,2.2386257648468018,-0.7631566524505615,3516,175736,135587,8068,87720,105482,15624,60642,88706,ats | 众所周知 | a | ### |  Your
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,7,0.9529269933700562,3.014585256576538,2.061658263206482,6800,60439,1033,1703,4702,7805,211191,179420,25643,achter |  billions | ayers | RIES | ries
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,7,2.2547285556793213,2.2188501358032227,-0.03587841987609863,16245,151101,103397,12343,128643,93856,38824,119433,72323,acu | uw | 众所周知 | 为您解答 | ault
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,8,2.683833122253418,5.472637176513672,2.788804054260254,346,26641,236,509,532,368,185478,57321,9394,achter | ictions | ayani | aglia | angg
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,8,1.4737739562988281,1.350874423980713,-0.12289953231811523,55106,119150,32598,13163,122584,147492,31835,125914,67054,anf | 为您解答 | ked | 众所周知 | a
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,9,1.494552493095398,4.509855270385742,3.0153027772903442,1923,84305,593,2131,312,2956,214130,125821,3899,angg |  って | ctica | ibility | etz
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,9,1.3557615280151367,0.993685781955719,-0.3620757460594177,48149,158093,8608,10397,120917,90236,3293,127739,62751,众所周知 | a | 解答 | 您好 | 的答案
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,10,1.9625096321105957,3.6122543811798096,1.6497447490692139,2875,55798,4243,1942,1122,4875,187157,114051,1457,etz | 的吗 | гла | adge | gia
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,10,0.7773363590240479,0.73907071352005,-0.0382656455039978,49031,116636,19709,5039,80144,98341,6717,51794,27161,众所周知 | a | 解答 | ### |  Editorial
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,11,1.4841183423995972,3.039384126663208,1.5552657842636108,13194,72956,675,2247,3825,4944,215780,184768,2374,fact | etz | adge | rams | kti
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,11,0.6844913959503174,0.9406989812850952,0.25620758533477783,46108,93155,19717,12145,99402,156583,9387,49555,36913,解答 | 众所周知 | a |  Answer | 判断
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,12,1.0491588115692139,2.9391441345214844,1.8899853229522705,14846,77841,3399,2782,5278,32246,162177,181196,4722,achter | etz | kti | ctors | rams
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,12,0.8050273656845093,1.2116687297821045,0.4066413640975952,60104,34579,25669,31627,95701,188245,82478,54408,4908,众所周知 | 解答 | 的方针 | 很高兴 | 对错
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,13,3.352921962738037,4.9912896156311035,1.6383676528930664,2281,55840,7875,2635,11494,3890,215157,214801,5974,arz | менте | års | icza | czyn
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,13,0.9345071315765381,0.3679744601249695,-0.5665326714515686,103883,96546,13839,73644,110093,226233,116086,47685,4506,众所周知 | 的確 | 准确性 | 解答 | 的金额
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,14,1.982326626777649,2.928311824798584,0.9459851980209351,1567,27438,39745,1037,1293,5393,116373,107263,2373,arz | 的说法 | менте |  operations | etti
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,14,0.36119166016578674,0.9135400056838989,0.5523483455181122,58558,76370,9547,42317,79208,172395,121987,38824,3142,众所周知 | 为了解决 | 解答 | 对错 | 度高
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,15,1.2053077220916748,3.6961283683776855,2.4908206462860107,13569,53038,31746,3995,4143,24547,216491,136592,795,不可能的 | 的说法 | менте | fact | 不可否认
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,15,0.3999720513820648,0.6362618207931519,0.23628976941108704,60902,113716,8902,14606,166557,174533,121170,69751,19644,cede |  Vill | 人会 | 弊 | abad
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,16,-1.0313376188278198,2.936180830001831,3.967518448829651,29544,39633,30095,2855,2601,9550,225361,110196,104,redient | etz | менте | antemente | 的说法
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,16,0.46355271339416504,-0.13192522525787354,-0.5954779386520386,117557,90695,9345,12662,225274,184386,165689,71429,38489,wort | 弊 | 人会 | abad | ats
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,17,-0.5480011105537415,4.027693271636963,4.575694382190704,7594,23709,17255,6618,2538,5866,125112,117349,36,менте | obiet | ebles | redient | imestep
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,17,1.815656304359436,0.9761914610862732,-0.8394648432731628,54325,49878,18529,2505,222635,123745,203022,38459,29597,iaz | educ | wort |  Vill | erro
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,18,-0.19688190519809723,2.9543089866638184,3.1511908918619156,5614,17574,21281,1757,772,11121,37809,13737,189,和实施 | neh | redient | 而论 | ecycle
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,18,1.4810547828674316,2.6538519859313965,1.1727972030639648,25834,56989,4806,1754,187124,102281,236330,68871,7449,iaz | ood | auta | .objects | -blog
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,19,1.196835994720459,4.798226833343506,3.601390838623047,7417,38657,23713,1332,9743,37638,209158,25041,120,obiet | <|box_end|> | ecycle | мысле | events
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,19,2.3131296634674072,3.573859691619873,1.2607300281524658,12135,8739,3318,4646,95357,113716,165127,45970,35080,ead | rug | abad | 阿拉伯 | 뷰
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,20,2.424715042114258,5.299412250518799,2.874697208404541,4227,13114,15436,1376,3497,19496,199157,45604,52,而是在 | 而是因为 | <|box_end|> | obiet | imestep
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,answer,20,3.2771530151367188,3.735581874847412,0.45842885971069336,8769,24758,7441,11875,118094,165608,132432,44903,34870,abad | ead | 阿拉伯 | 教科文 | antan
base,ordinary,ordinary_false,0,Mount Vesuvius destroyed Pompeii in 1979.,statement_end,21,3.108537435531616,6.481550216674805,3.3730127811431885,872,4062,5251,1310,1427,8888,176765,27270,40,而是因为 | adors | imestep | tez | 而论
